,charge_capacity,charge_energy,discharge_capacity,discharge_energy,voltage,cycle_count,capacity_rentention,capacity_rentention1
1,153.3,539.5,152.4,464.4,3.0914,1,100,100
2,152.7,536,152.9,467.5,3.0986,2,100,100.2713807
3,152.9,536.2,152.9,468.1,3.1,3,100,100.3004408
4,152.9,536,152.9,468.1,3.1005,4,100,100.2710527
5,153.8,539.9,152.6,466.5,3.0968,5,100,100.1273921
6,152.8,535.8,152.8,467.8,3.1003,6,100,100.214638
7,152.8,535.5,152.7,467.8,3.1008,7,100,100.1828228
8,152.7,535.1,152.7,467.6,3.101,8,100,100.1362479
9,152.6,534.8,152.6,467.5,3.1011,9,100,100.0862619
10,152.5,534.5,152.5,467.3,3.1013,10,100,100.0362103
11,152.5,534.3,152.4,467.1,3.1013,11,99,99.98727391
12,152.4,534,152.3,466.8,3.1013,12,99,99.93525436
13,152.3,533.7,152.3,466.6,3.1015,13,99,99.88776111
14,152.2,533.5,152.2,466.5,3.1018,14,99,99.84918924
15,152.2,533.3,152.1,466.3,3.1018,15,99,99.80655026
16,152.1,533,152.1,466.1,3.1019,16,99,99.76332091
17,152,532.8,152,465.9,3.1019,17,99,99.72350267
18,152,532.5,152,465.8,3.1021,18,99,99.68702995
19,151.9,532.3,151.9,465.7,3.1023,19,99,99.6476709
20,151.9,532.1,151.8,465.5,3.1019,20,99,99.60378555
21,151.8,531.9,151.8,465.2,3.1019,21,99,99.5604906
22,151.7,531.7,151.7,465.1,3.1019,22,99,99.52585463
23,151.7,531.5,151.7,465,3.1021,23,99,99.49587616
24,151.6,531.3,151.6,464.9,3.1021,24,99,99.46051861
25,151.6,531.1,151.6,464.7,3.1024,25,99,99.42070037
26,151.5,530.9,151.5,464.6,3.1029,26,99,99.38960672
27,151.5,530.7,151.5,464.5,3.1027,27,99,99.35497075
28,151.4,530.5,151.4,464.3,3.1027,28,99,99.31449653
29,151.4,530.3,151.3,464.1,3.1027,29,99,99.28150052
30,151.3,530.1,151.3,463.9,3.1026,30,99,99.24319105
31,151.2,529.9,151.2,463.8,3.1026,31,99,99.21170381
32,151.2,529.7,151.2,463.7,3.1027,32,99,99.18198772
33,151.1,529.6,151.1,463.5,3.1027,33,99,99.14905732
34,151.1,529.4,151.1,463.4,3.1029,34,99,99.11632371
35,151.1,529.2,151,463.3,3.1027,35,99,99.0832621
36,151,529,151,463.1,3.1026,36,99,99.0461334
37,150.9,528.9,150.9,462.9,3.1029,37,99,99.01372778
38,150.9,528.7,150.9,462.8,3.1027,38,98,98.98309332
39,150.8,528.5,150.8,462.7,3.1027,39,98,98.95272125
40,150.8,528.3,150.8,462.5,3.1027,40,98,98.92261158
41,150.7,528.2,150.8,462.4,3.1027,41,98,98.89210831
42,150.7,528,150.7,462.3,3.1032,42,98,98.85884992
43,150.7,527.9,150.7,462.1,3.1032,43,98,98.82874024
44,150.6,527.7,150.6,461.8,3.1027,44,98,98.78570768
45,150.5,527.5,150.6,461.7,3.1029,45,98,98.76045229
46,150.5,527.4,150.5,461.7,3.1031,46,98,98.73368813
47,150.5,527.2,150.5,461.5,3.1031,47,98,98.70364406
48,150.4,527.1,150.4,461.5,3.1032,48,98,98.68422693
49,150.4,526.9,150.4,461.4,3.1034,49,98,98.66008671
50,150.4,526.8,150.4,461.3,3.1035,50,98,98.63332255
51,150.3,526.6,150.3,461.1,3.1034,51,98,98.60373767
52,150.3,526.5,150.3,460.9,3.1031,52,98,98.57225043
53,150.2,526.3,150.2,460.7,3.1027,53,98,98.53223539
54,150.2,526.2,150.2,460.5,3.1026,54,98,98.50396247
55,150.3,529.1,149.8,458.3,3.097,55,98,98.26124832
56,150,525.9,150,460,3.1015,56,98,98.42898348
57,150,525.8,150.1,460.3,3.1024,57,98,98.43534653
58,150,525.7,150,460.2,3.1027,58,98,98.4157326
59,150,525.5,150,460.1,3.1027,59,98,98.38909964
60,149.9,525.3,149.9,460,3.1027,60,98,98.36463143
61,149.9,525.2,149.9,459.9,3.1027,61,98,98.33419377
62,149.9,525.1,149.9,459.7,3.1032,62,98,98.30001699
63,149.8,525,149.8,459.5,3.1029,63,98,98.26249469
64,149.7,524.8,149.8,459.3,3.1029,64,98,98.23415618
65,149.7,524.7,149.7,459.2,3.1027,65,98,98.20772002
66,149.7,524.5,149.7,459.1,3.1026,66,98,98.17839752
67,149.6,524.4,149.6,459,3.1029,67,98,98.15734043
68,149.6,524.3,149.6,458.9,3.1029,68,98,98.13903847
69,149.6,524.2,149.6,458.9,3.1031,69,98,98.11516065
70,149.5,524,149.5,458.6,3.1026,70,98,98.07540801
71,149.5,523.9,149.5,458.5,3.1027,71,98,98.05172698
72,149.4,523.8,149.4,458.4,3.1027,72,98,98.02955471
73,149.4,523.7,149.4,458.3,3.1029,73,98,98.01000638
74,149.4,523.6,149.4,458.3,3.1031,74,97,97.99504994
75,149.3,523.5,149.4,458.2,3.1031,75,97,97.9721561
76,149.3,523.3,149.3,458.2,3.1032,76,97,97.9554941
77,149.3,523.2,149.3,458,3.1031,77,97,97.93279704
78,149.2,523.1,149.3,457.9,3.1029,78,97,97.90649208
79,149.2,523,149.2,457.7,3.1029,79,97,97.87913754
80,149.2,522.9,149.2,457.6,3.1027,80,97,97.8559157
81,149.1,522.8,149.2,457.6,3.1029,81,97,97.84227123
82,149.1,522.7,149.1,457.5,3.1031,82,97,97.82639641
83,149.1,522.6,149.1,457.4,3.1029,83,97,97.80527372
84,149,522.5,149.1,457.3,3.1027,84,97,97.78356064
85,149,522.4,149,457.2,3.1029,85,97,97.76427471
86,149,522.3,149,457,3.1031,86,97,97.73783855
87,148.9,522.2,149,456.9,3.1031,87,97,97.71304234
88,148.9,522.1,148.9,456.8,3.1029,88,97,97.69067328
89,148.9,522,148.9,456.8,3.1031,89,97,97.67906236
90,148.9,521.9,148.9,456.6,3.1027,90,97,97.65715249
91,148.8,521.8,148.9,456.6,3.1029,91,97,97.64941188
92,148.8,521.7,148.8,456.6,3.1032,92,97,97.63393065
93,148.8,521.6,148.8,456.5,3.1031,93,97,97.61844942
94,148.8,521.5,148.8,456.4,3.1031,94,97,97.59726113
95,148.7,521.5,148.7,456.3,3.1029,95,97,97.57318652
96,148.7,521.4,148.7,456.2,3.1027,96,97,97.55672131
97,148.7,521.3,148.7,456.2,3.1029,97,97,97.54583197
98,148.7,521.2,148.7,456.1,3.1031,98,97,97.53382746
99,148.6,521.1,148.7,456,3.1031,99,97,97.51493512
100,148.6,521,148.6,456,3.1029,100,97,97.50155304
101,148.9,524,148.5,455,3.1,101,97,97.41588151
102,148.7,521.4,148.8,457.1,3.1058,102,97,97.63314347
103,148.8,521.4,148.9,457.5,3.107,103,97,97.66062921
104,148.8,521.4,148.9,457.5,3.1074,104,97,97.65033026
105,148.8,521.3,148.8,457.3,3.107,105,97,97.62737081
106,148.8,521.2,148.8,457.2,3.1069,106,97,97.59962268
107,148.7,521.1,148.8,457.1,3.107,107,97,97.58801176
108,148.7,521,148.8,457.2,3.1075,108,97,97.5821735
109,148.7,520.9,148.7,457.2,3.108,109,97,97.5737113
110,148.9,523.3,148.4,455.2,3.1018,110,97,97.37035621
111,148.5,520.7,148.6,456.5,3.1059,111,97,97.48043035
112,148.6,520.6,148.6,456.7,3.1069,112,97,97.48646541
113,148.6,520.5,148.6,456.6,3.1069,113,97,97.4703282
114,148.5,520.4,148.5,456.4,3.1066,114,97,97.43798818
115,148.5,520.3,148.5,456.2,3.1061,115,97,97.40545136
116,148.4,520.2,148.5,456.1,3.1062,116,97,97.38813338
117,148.4,520.1,148.4,456.1,3.1064,117,97,97.37507929
118,148.4,520,148.4,456,3.1064,118,97,97.36031965
119,148.4,519.9,148.4,455.9,3.1064,119,97,97.34234568
120,148.3,519.8,148.4,455.9,3.1064,120,97,97.32857001
121,148.3,519.7,148.3,455.8,3.1064,121,97,97.31112083
122,148.3,519.6,148.3,455.7,3.1066,122,97,97.2960332
123,148.3,519.6,148.3,455.6,3.1062,123,97,97.27379533
124,148.2,519.5,148.3,455.6,3.1066,124,97,97.26120044
125,148.2,519.4,148.3,455.6,3.1069,125,97,97.25313183
126,148.2,519.3,148.2,455.6,3.1069,126,97,97.24453844
127,148.2,519.2,148.2,455.6,3.107,127,97,97.23318991
128,148.2,519.1,148.2,455.5,3.107,128,97,97.22223498
129,148.2,519,148.2,455.5,3.107,129,97,97.20937769
130,148.1,519,148.2,455.4,3.1069,130,97,97.19081334
131,148.1,518.9,148.1,455.2,3.1072,131,97,97.1717242
132,148.1,518.9,148.1,455.2,3.1072,132,97,97.15624297
133,148.1,518.8,148.1,455,3.107,133,97,97.13794101
134,148,518.7,148.1,455,3.107,134,97,97.13046279
135,148,518.6,148,454.9,3.107,135,97,97.1136696
136,148,518.5,148,454.9,3.107,136,97,97.10297705
137,148,518.5,148,454.8,3.107,137,97,97.09084135
138,148,518.4,148,454.8,3.1069,138,97,97.07522892
139,147.9,518.4,148,454.6,3.1069,139,97,97.05764855
140,147.9,518.3,147.9,454.6,3.107,140,97,97.04918635
141,147.9,518.2,147.9,454.6,3.1072,141,97,97.04072415
142,147.9,518.2,147.9,454.6,3.1074,142,97,97.03075319
143,147.9,518.1,147.9,454.6,3.1074,143,97,97.02189741
144,147.9,518,147.9,454.6,3.1077,144,97,97.0182895
145,147.9,518,147.9,454.6,3.1077,145,97,97.01008969
146,147.8,517.9,147.9,454.4,3.1075,146,96,96.98955739
147,147.8,517.8,147.8,454.3,3.1074,147,96,96.97309218
148,147.8,517.8,147.8,454.3,3.107,148,96,96.95892293
149,147.8,517.7,147.8,454.3,3.1075,149,96,96.95144471
150,147.8,517.7,147.8,454.2,3.1074,150,96,96.94193294
151,147.7,517.6,147.8,454.2,3.1077,151,96,96.93491391
152,147.7,517.5,147.8,454.2,3.1077,152,96,96.92986283
153,147.7,517.5,147.7,454.2,3.1077,153,96,96.92074465
154,147.7,517.4,147.7,454.1,3.1075,154,96,96.90447624
155,147.7,517.4,147.7,454,3.1074,155,96,96.89155335
156,147.7,517.3,147.7,454,3.1075,156,96,96.88013923
157,147.7,517.2,147.7,453.9,3.1075,157,96,96.87003707
158,147.6,517.2,147.7,453.8,3.1074,158,96,96.85691739
159,147.6,517.1,147.6,453.8,3.1074,159,96,96.84287932
160,147.6,517.1,147.6,453.8,3.1074,160,96,96.83697547
161,147.6,517,147.6,453.7,3.1074,161,96,96.82956285
162,147.6,517,147.6,453.6,3.107,162,96,96.81106409
163,147.5,516.9,147.6,453.6,3.1074,163,96,96.80509464
164,147.5,516.9,147.6,453.6,3.1075,164,96,96.79774761
165,147.5,516.8,147.6,453.6,3.1077,165,96,96.79289333
166,147.5,516.8,147.5,453.5,3.1075,166,96,96.78351276
167,147.5,516.7,147.5,453.5,3.1075,167,96,96.77157384
168,147.5,516.6,147.5,453.5,3.1077,168,96,96.765014
169,147.5,516.6,147.5,453.5,3.1077,169,96,96.75930694
170,147.5,516.5,147.5,453.4,3.1077,170,96,96.74756482
171,147.4,516.5,147.5,453.4,3.1077,171,96,96.7359539
172,147.2,519.2,147.3,451.5,3.1011,172,96,96.61020173
173,147.7,517.7,147.7,454,3.1075,173,96,96.88801104
174,147.7,517.5,147.7,454.4,3.109,174,96,96.91543118
175,147.7,517.3,147.7,454.4,3.1088,175,96,96.90860894
176,147.7,517.2,147.7,454.4,3.1093,176,96,96.89844118
177,147.7,517.1,147.7,454.3,3.1091,177,96,96.88361594
178,147.6,517.1,147.7,454.2,3.109,178,96,96.86544518
179,147.6,517,147.6,454.1,3.1088,179,96,96.85265349
180,147.6,516.9,147.6,454.1,3.109,180,96,96.83592589
181,147.6,516.8,147.6,454,3.1088,181,96,96.82064146
182,147.6,516.8,147.6,454,3.109,182,96,96.80798097
183,147.5,516.6,147.6,453.9,3.109,183,96,96.79315572
184,147.5,516.6,147.5,453.8,3.109,184,96,96.7816104
185,147.5,516.5,147.5,453.8,3.1091,185,96,96.76803153
186,147.5,516.4,147.5,453.7,3.109,186,96,96.75202552
187,147.4,516.4,147.5,453.6,3.109,187,96,96.73877463
188,147.4,516.3,147.5,453.6,3.109,188,96,96.72945966
189,147.4,516.2,147.4,453.6,3.1091,189,96,96.71902951
190,147.4,516.1,147.4,453.5,3.1091,190,96,96.70571303
191,147.4,516.1,147.4,453.5,3.1093,191,96,96.69711964
192,147.4,516,147.4,453.4,3.1093,192,96,96.68321277
193,147.3,515.9,147.4,453.4,3.1091,193,96,96.6696995
194,147.3,515.9,147.3,453.3,3.1091,194,96,96.65257831
195,147.3,515.8,147.3,453.2,3.1091,195,96,96.64234496
196,147.6,518.8,147.1,451.7,3.1046,196,96,96.50662183
197,147.2,515.9,147.3,452.8,3.1083,197,96,96.60088676
198,147.3,515.7,147.3,453,3.1093,198,96,96.61052973
199,147.2,515.6,147.3,453,3.1096,199,96,96.60370749
200,147.2,515.6,147.2,453,3.1096,200,96,96.5911126
201,146.7,515,146.5,449,3.0995,201,96,96.07964173
202,146.6,513.3,146.8,450.9,3.104,202,96,96.30090519
203,146.8,513.7,146.9,451.3,3.105,203,96,96.36184612
204,146.9,513.9,146.9,451.5,3.1053,204,96,96.38447758
205,146.9,514,146.9,451.5,3.1053,205,96,96.39103742
206,146.9,514,146.9,451.5,3.1053,206,96,96.38834788
207,146.9,514,146.9,451.4,3.1053,207,96,96.38473997
208,146.9,513.9,146.9,451.4,3.1054,208,96,96.37982009
209,146.9,513.9,146.9,451.4,3.1053,209,96,96.3710299
210,146.9,513.9,146.9,451.3,3.1053,210,96,96.36197732
211,146.9,513.9,146.9,451.2,3.105,211,96,96.34780806
212,146.8,513.8,146.9,451.2,3.1051,212,96,96.33987065
213,146.8,513.7,146.9,451.2,3.1051,213,96,96.33180205
214,146.8,513.7,146.8,451.2,3.1053,214,96,96.32465182
215,146.8,513.6,146.8,451.1,3.1053,215,96,96.31645202
216,146.8,513.6,146.8,451.1,3.1056,216,96,96.3089738
217,146.8,513.5,146.8,451.1,3.1054,217,96,96.30097079
218,146.8,513.5,146.8,451,3.1053,218,96,96.28542397
219,146.7,513.4,146.8,450.9,3.1053,219,96,96.27669938
220,146.7,513.4,146.8,450.9,3.1053,220,96,96.26745
221,146.7,513.3,146.7,450.9,3.1058,221,96,96.26148054
222,146.7,513.2,146.7,450.9,3.1058,222,96,96.25026321
223,146.7,513.2,146.7,450.9,3.1058,223,96,96.24226021
224,146.7,513.1,146.7,450.8,3.1056,224,96,96.2342572
225,146.7,513.1,146.7,450.8,3.1058,225,96,96.22317107
226,146.6,513,146.7,450.7,3.1056,226,96,96.21195374
227,146.6,513,146.7,450.6,3.1054,227,96,96.2008676
228,146.6,512.9,146.6,450.6,3.1056,228,96,96.19076545
229,146.6,512.9,146.6,450.6,3.1058,229,96,96.18079449
230,146.6,512.8,146.6,450.6,3.1058,230,96,96.17423465
231,146.6,512.8,146.6,450.5,3.1058,231,96,96.16629724
232,146.6,512.7,146.6,450.5,3.1059,232,96,96.15665427
233,146.5,512.7,146.6,450.4,3.1056,233,96,96.14799528
234,146.5,512.6,146.5,450.3,3.1054,234,96,96.13428521
235,146.5,512.6,146.5,450.3,3.1054,235,96,96.12333027
236,146.5,512.5,146.5,450.1,3.105,236,96,96.10476592
237,146.5,512.4,146.5,450,3.1046,237,96,96.09381099
238,146.5,512.3,146.5,450,3.1045,238,96,96.08456161
239,146.4,512.3,146.5,449.9,3.1051,239,96,96.07426266
240,146.4,512.2,146.5,450,3.1054,240,96,96.07144193
241,146.4,512.2,146.4,450,3.1056,241,96,96.0640949
242,146.4,512.2,146.4,449.9,3.1054,242,96,96.05418954
243,146.4,512.2,146.4,449.9,3.1058,243,96,96.04513696
244,146.4,512.1,146.4,449.9,3.1059,244,96,96.03549399
245,146.4,512.1,146.4,449.8,3.1058,245,96,96.02427666
246,146.3,512,146.4,449.8,3.1059,246,96,96.01509288
247,146.3,512,146.4,449.7,3.1058,247,96,96.00971381
248,146.3,511.9,146.3,449.7,3.1058,248,95,95.99915247
249,146.3,511.9,146.3,449.6,3.1056,249,95,95.99082147
250,146.3,511.8,146.3,449.6,3.1056,250,95,95.98032572
251,146.3,511.8,146.3,449.5,3.1054,251,95,95.96923959
252,146.3,511.7,146.3,449.5,3.1056,252,95,95.95907183
253,146.2,511.7,146.3,449.4,3.1056,253,95,95.95015045
254,146.2,511.6,146.3,449.4,3.1058,254,95,95.94313142
255,146.2,511.6,146.2,449.4,3.1056,255,95,95.9354564
256,146.2,511.5,146.2,449.4,3.1056,256,95,95.92804378
257,146.2,511.5,146.2,449.3,3.1056,257,95,95.91846641
258,146.2,511.4,146.2,449.3,3.1056,258,95,95.91170978
259,146.2,511.4,146.2,449.2,3.1058,259,95,95.90108283
260,146.2,511.4,146.2,449.2,3.1056,260,95,95.89084948
261,146.1,511.3,146.2,449.2,3.1058,261,95,95.88212489
262,146.1,511.3,146.2,449.1,3.1058,262,95,95.87425308
263,146.1,511.2,146.1,449.1,3.1056,263,95,95.86467571
264,146.1,511.2,146.1,448.9,3.1053,264,95,95.85122804
265,146.1,511.1,146.1,448.8,3.105,265,95,95.84001071
266,146.1,511.1,146.1,448.8,3.105,266,95,95.82951496
267,146,511.1,146.1,448.7,3.105,267,95,95.81908481
268,146,511,146.1,448.7,3.105,268,95,95.81390254
269,146,511,146,448.6,3.1048,269,95,95.79960208
270,146,510.8,146,448.5,3.1043,270,95,95.78904073
271,146,510.8,146,448.4,3.1042,271,95,95.77861059
272,146,510.7,146,448.4,3.1042,272,95,95.76778685
273,146,510.7,146,448.3,3.1042,273,95,95.76011183
274,145.9,510.7,146,448.3,3.1043,274,95,95.75046886
275,145.9,510.7,146,448.3,3.1045,275,95,95.7447618
276,145.9,510.7,146,448.4,3.1048,276,95,95.74449941
277,145.9,510.6,145.9,448.4,3.105,277,95,95.73761157
278,145.9,510.6,145.9,448.3,3.1048,278,95,95.72737822
279,145.9,510.5,145.9,448.3,3.1048,279,95,95.72108077
280,145.9,510.5,145.9,448.2,3.1048,280,95,95.70914186
281,145.9,510.5,145.9,448.2,3.1046,281,95,95.69897411
282,145.8,510.4,145.9,448.2,3.1048,282,95,95.69766214
283,145.8,510.4,145.9,448.1,3.1048,283,95,95.6867728
284,145.8,510.3,145.9,448.1,3.1051,284,95,95.68159053
285,145.8,510.2,145.8,448.1,3.1051,285,95,95.67522748
286,145.8,510.2,145.8,448.1,3.1053,286,95,95.66938922
287,145.8,510.2,145.8,448.1,3.1053,287,95,95.66125502
288,145.8,510.1,145.8,448,3.1051,288,95,95.6494473
289,145.8,510.1,145.8,447.9,3.1051,289,95,95.64157549
290,145.8,510.1,145.8,447.9,3.1048,290,95,95.62930859
291,145.7,510,145.8,447.8,3.1045,291,95,95.62183037
292,145.7,510,145.8,447.8,3.1048,292,95,95.61822245
293,145.7,509.9,145.8,447.9,3.1053,293,95,95.61349937
294,145.7,509.9,145.7,447.9,3.1056,294,95,95.60956346
295,145.7,509.8,145.7,447.9,3.1058,295,95,95.60247883
296,145.7,509.8,145.7,447.8,3.1054,296,95,95.59519741
297,145.7,509.7,145.7,447.7,3.1053,297,95,95.58338969
298,145.7,509.7,145.7,447.7,3.1051,298,95,95.57656746
299,145.7,509.7,145.7,447.6,3.1051,299,95,95.56797407
300,145.6,509.6,145.7,447.6,3.1051,300,95,95.55688793
301,145.8,511.8,145.4,445.8,3.0992,301,95,95.40279725
302,145.6,509.5,145.7,447.4,3.1037,302,95,95.56416936
303,145.7,509.4,145.7,447.6,3.1046,303,95,95.57742024
304,145.7,509.3,145.7,447.7,3.105,304,95,95.5747307
305,145.7,509.3,145.7,447.6,3.1051,305,95,95.56810526
306,145.7,509.2,145.7,447.5,3.1048,306,95,95.55551037
307,145.6,509.2,145.6,447.4,3.1046,307,95,95.54199709
308,145.6,509.1,145.6,447.4,3.1051,308,95,95.53209173
309,145.6,509.1,145.6,447.3,3.1048,309,95,95.51989042
310,145.6,509,145.6,447.3,3.1051,310,95,95.50991946
311,145.6,509,145.6,447.3,3.1053,311,95,95.50290043
312,145.6,508.9,145.6,447.3,3.1054,312,95,95.49109272
313,145.5,508.8,145.6,447.2,3.1054,313,95,95.48125296
314,145.5,508.8,145.5,447.2,3.1054,314,95,95.47265956
315,145.5,508.7,145.5,447.1,3.1053,315,95,95.46386938
316,145.5,508.7,145.5,447,3.1053,316,95,95.45120888
317,145.5,508.7,145.5,447,3.105,317,95,95.44045074
318,145.5,508.6,145.5,447,3.105,318,95,95.4338909
319,145.4,508.5,145.5,446.9,3.1051,319,95,95.4256255
320,145.4,508.5,145.5,446.9,3.1053,320,95,95.41499855
321,145.4,508.4,145.4,446.9,3.1053,321,95,95.40929149
322,145.4,508.4,145.4,446.8,3.1053,322,95,95.39715578
323,145.4,508.3,145.4,446.7,3.1051,323,95,95.38744722
324,145.4,508.3,145.4,446.7,3.1048,324,95,95.37793545
325,145.4,508.3,145.4,446.7,3.105,325,95,95.36862047
326,145.3,508.2,145.4,446.6,3.1051,326,95,95.36435657
327,145.3,508.2,145.4,446.6,3.1053,327,95,95.35746874
328,145.3,508.1,145.4,446.6,3.1053,328,95,95.34795697
329,145.3,508.1,145.3,446.6,3.1053,329,95,95.3384452
330,145.3,508,145.3,446.5,3.1053,330,95,95.32952381
331,145.3,508,145.3,446.4,3.105,331,95,95.32001204
332,145.3,508,145.3,446.3,3.1046,332,95,95.30774514
333,145.2,507.9,145.3,446.2,3.1045,333,95,95.29724939
334,145.2,507.9,145.3,446.3,3.1048,334,95,95.29311669
335,145.2,507.8,145.3,446.3,3.1053,335,95,95.29036156
336,145.2,507.7,145.3,446.4,3.1058,336,95,95.28826241
337,145.2,507.7,145.2,446.4,3.1058,337,95,95.28130898
338,145.2,507.6,145.2,446.3,3.1056,338,95,95.27127242
339,145.2,507.7,145.2,446.2,3.1054,339,95,95.25874312
340,145.2,507.6,145.2,446.2,3.1053,340,95,95.2511337
341,145.2,507.6,145.2,446.1,3.1053,341,95,95.2430651
342,145.2,507.5,145.2,446.1,3.1056,342,95,95.23755483
343,145.1,507.5,145.2,446.1,3.1056,343,95,95.2306014
344,145.1,507.4,145.2,446.1,3.1058,344,95,95.22732148
345,145.1,507.4,145.2,446.1,3.1056,345,95,95.21721932
346,145.1,507.3,145.1,446,3.1056,346,95,95.20882272
347,145.1,507.3,145.1,445.9,3.1054,347,95,95.1974086
348,145.1,507.3,145.1,445.8,3.105,348,95,95.18573208
349,145.1,507.3,145.1,445.8,3.105,349,95,95.17641711
350,145,507.2,145.1,445.7,3.1048,350,95,95.16874209
351,145,507.2,145.1,445.7,3.1048,351,95,95.16132947
352,145,507.1,145.1,445.7,3.1051,352,95,95.15804955
353,145,507.1,145.1,445.7,3.1051,353,95,95.1519489
354,145,507,145,445.7,3.1051,354,95,95.14466747
355,145,507,145,445.6,3.1051,355,95,95.13561489
356,145,507,145,445.5,3.105,356,95,95.12544714
357,145,507,145,445.5,3.1048,357,95,95.11659135
358,145,506.9,145,445.4,3.1048,358,95,95.1062268
359,144.9,506.9,145,445.4,3.1046,359,95,95.09960136
360,144.9,506.8,145,445.4,3.1048,360,95,95.0938943
361,144.9,506.8,145,445.3,3.105,361,95,95.09035198
362,144.9,506.7,144.9,445.3,3.1048,362,95,95.08215218
363,144.9,506.7,144.9,445.2,3.1045,363,95,95.07034446
364,144.9,506.7,144.9,445.1,3.1045,364,95,95.05781517
365,144.9,506.7,144.9,445.1,3.1045,365,95,95.05342007
366,144.9,506.6,144.9,445.1,3.1045,366,95,95.04968096
367,144.9,506.6,144.9,445.1,3.1046,367,95,95.04161236
368,144.8,506.5,144.9,445.1,3.1048,368,95,95.03898842
369,144.8,506.5,144.9,445.1,3.1048,369,95,95.03334696
370,144.8,506.5,144.9,445.1,3.1048,370,95,95.0275743
371,144.8,506.4,144.8,445,3.1046,371,95,95.0151106
372,144.8,506.4,144.8,444.8,3.1042,372,95,95.00343408
373,144.8,506.4,144.8,444.8,3.1045,373,94,94.99274154
374,144.8,506.4,144.8,444.8,3.1043,374,94,94.99090478
375,144.8,506.3,144.8,444.8,3.1051,375,94,94.99129837
376,144.8,506.3,144.8,445.1,3.1064,376,94,94.99057679
377,144.8,506.3,144.8,444.8,3.1051,377,94,94.97830988
378,144.7,506.2,144.8,444.8,3.1054,378,94,94.97122525
379,144.7,506.2,144.8,444.8,3.1058,379,94,94.96459981
380,144.7,506.2,144.8,444.9,3.1062,380,94,94.95882715
381,144.7,506.2,144.7,444.6,3.1046,381,94,94.93960682
382,144.7,506.1,144.7,444.5,3.1048,382,94,94.93678608
383,144.7,506.1,144.7,444.6,3.105,383,94,94.93317817
384,144.7,506,144.7,444.6,3.1051,384,94,94.93002945
385,144.7,506,144.7,444.6,3.1053,385,94,94.92392879
386,144.7,505.9,144.7,444.6,3.1053,386,94,94.91481061
387,144.7,505.9,144.7,444.5,3.105,387,94,94.9072668
388,144.6,505.9,144.7,444.4,3.105,388,94,94.90090375
389,144.6,505.8,144.7,444.4,3.1051,389,94,94.89585267
390,144.6,505.8,144.6,444.4,3.1051,390,94,94.88784966
391,144.6,505.7,144.6,444.4,3.1051,391,94,94.88476654
392,144.6,505.7,144.6,444.4,3.1053,392,94,94.88181461
393,144.6,505.7,144.6,444.4,3.1054,393,94,94.87309002
394,144.6,505.6,144.6,444.3,3.1053,394,94,94.86482462
395,144.6,505.6,144.6,444.3,3.1051,395,94,94.85957675
396,144.6,505.6,144.6,444.2,3.105,396,94,94.84711305
397,144.5,505.6,144.6,444.2,3.105,397,94,94.83963483
398,144.5,505.5,144.6,444.2,3.1051,398,94,94.84186517
399,144.5,505.5,144.6,444.2,3.1051,399,94,94.83491174
400,144.5,505.4,144.6,444.1,3.105,400,94,94.82572796
401,144.4,506.6,144.1,441.9,3.0995,401,94,94.54955862
402,144.3,504.8,144.4,443.6,3.1043,402,94,94.74799384
403,144.4,504.9,144.5,444,3.1054,403,94,94.78984563
404,144.5,504.9,144.5,444.1,3.1058,404,94,94.79758624
405,144.5,504.9,144.5,444.1,3.1059,405,94,94.79424072
406,144.5,504.9,144.5,443.9,3.1051,406,94,94.77934988
