,charge_capacity,charge_energy,discharge_capacity,discharge_energy,voltage,cycle_count,capacity_rentention,capacity_rentention1
407,144.4,504.9,144.5,443.8,3.1051,407,94,94.76826375
408,144.4,504.9,144.5,443.8,3.105,408,94,94.76288468
409,144.4,504.8,144.5,443.8,3.1053,409,94,94.75875198
410,144.4,504.7,144.4,443.8,3.105,410,94,94.749437
411,144.4,504.7,144.4,443.7,3.1053,411,94,94.74372994
412,144.4,504.7,144.4,443.7,3.1048,412,94,94.73835087
413,144.4,504.6,144.4,443.7,3.1051,413,94,94.73257821
414,144.4,504.6,144.4,443.6,3.1051,414,94,94.72201686
415,144.4,504.6,144.4,443.5,3.1046,415,94,94.70732282
416,144.3,504.6,144.4,443.5,3.1048,416,94,94.70319012
417,144.3,504.5,144.4,443.4,3.1046,417,94,94.6955151
418,144.3,504.4,144.3,443.4,3.1048,418,94,94.68816808
419,144.3,504.4,144.3,443.5,3.1051,419,94,94.68764329
420,144.3,504.4,144.3,443.5,3.1051,420,94,94.68147704
421,144.3,504.3,144.3,443.5,3.1053,421,94,94.67681955
422,144.3,504.2,144.3,443.4,3.105,422,94,94.66579902
423,144.3,504.2,144.3,443.3,3.105,423,94,94.65635285
424,144.3,504.2,144.3,443.2,3.1045,424,94,94.64408594
425,144.2,504.2,144.3,443.2,3.1048,425,94,94.63942845
426,144.2,504.2,144.3,443.2,3.1048,426,94,94.63365579
427,144.2,504.1,144.2,443.1,3.1046,427,94,94.62361924
428,144.2,504.1,144.2,443,3.1045,428,94,94.61345148
429,144.2,504.1,144.2,443,3.1046,429,94,94.61174592
430,144.2,504,144.2,443,3.1045,430,94,94.6043333
431,144.2,504,144.2,442.9,3.1045,431,94,94.59377195
432,144.2,504,144.2,442.9,3.1042,432,94,94.58635933
433,144.2,503.9,144.2,442.9,3.1043,433,94,94.57796274
434,144.1,503.9,144.2,442.8,3.1043,434,94,94.57304285
435,144.1,503.8,144.2,442.8,3.1043,435,94,94.56451506
436,144.1,503.8,144.2,442.8,3.1045,436,94,94.56090715
437,144.1,503.7,144.1,442.7,3.1043,437,94,94.55283854
438,144.1,503.7,144.1,442.7,3.1042,438,94,94.54700028
439,144.1,503.7,144.1,442.6,3.104,439,94,94.53919407
440,144.1,503.7,144.1,442.6,3.1042,440,94,94.53283102
441,144.1,503.6,144.1,442.6,3.1043,441,94,94.52692717
442,144.1,503.6,144.1,442.6,3.1045,442,94,94.52062972
443,144.1,503.5,144.1,442.6,3.1043,443,94,94.51485706
444,144,503.5,144.1,442.6,3.1048,444,94,94.51118355
445,144,503.4,144.1,442.6,3.1046,445,94,94.50554208
446,144,503.4,144.1,442.5,3.1045,446,94,94.49767027
447,144,503.4,144,442.5,3.1043,447,94,94.49045445
448,144,503.4,144,442.4,3.1045,448,94,94.48468179
449,144,503.3,144,442.5,3.1046,449,94,94.48048349
450,144,503.3,144,442.5,3.1048,450,94,94.47654758
451,144,503.2,144,442.4,3.1046,451,94,94.46854457
452,144,503.2,144,442.4,3.1048,452,94,94.46021358
453,144,503.2,144,442.3,3.1046,453,94,94.45326014
454,144,503.1,144,442.3,3.1045,454,94,94.44558513
455,143.9,503.1,144,442.2,3.1046,455,94,94.43627015
456,143.9,503.1,144,442.1,3.1045,456,94,94.42944792
457,143.9,503.1,143.9,442.1,3.1046,457,94,94.42492163
458,143.9,503,143.9,442.1,3.1046,458,94,94.41606584
459,143.9,503,143.9,442.1,3.1046,459,94,94.41048997
460,143.9,503,143.9,442,3.1046,460,94,94.40425812
461,143.9,502.9,143.9,442,3.1048,461,94,94.39953504
462,143.9,502.9,143.9,442,3.1048,462,94,94.39461516
463,143.9,502.9,143.9,442,3.1048,463,94,94.38746493
464,143.9,502.8,143.9,442,3.1046,464,94,94.38366022
465,143.8,502.8,143.9,442,3.105,465,94,94.38070829
466,143.8,502.7,143.9,442,3.105,466,94,94.37401725
467,143.8,502.7,143.9,442,3.1053,467,94,94.37152451
468,143.8,502.7,143.8,442,3.1053,468,94,94.36306232
469,143.8,502.6,143.8,441.9,3.1053,469,94,94.35604329
470,143.8,502.6,143.8,441.9,3.1051,470,94,94.35243537
471,143.8,502.6,143.8,441.8,3.1051,471,94,94.34462916
472,143.8,502.5,143.8,441.7,3.1048,472,94,94.33321504
473,143.8,502.5,143.8,441.7,3.1046,473,94,94.32573682
474,143.8,502.5,143.8,441.7,3.1048,474,94,94.32271929
475,143.8,502.5,143.8,441.7,3.105,475,94,94.31642184
476,143.7,502.4,143.8,441.7,3.105,476,94,94.31071478
477,143.7,502.4,143.8,441.6,3.105,477,94,94.30284297
478,143.7,502.3,143.8,441.6,3.105,478,94,94.29969425
479,143.7,502.3,143.7,441.6,3.105,479,94,94.29379039
480,143.7,502.3,143.7,441.5,3.1048,480,94,94.28224507
481,143.7,502.3,143.7,441.5,3.1048,481,94,94.27771878
482,143.7,502.2,143.7,441.5,3.1048,482,94,94.27220851
483,143.7,502.2,143.7,441.5,3.1051,483,94,94.26951897
484,143.7,502.1,143.7,441.5,3.1053,484,94,94.26479589
485,143.7,502.1,143.7,441.5,3.1054,485,94,94.2599416
486,143.7,502,143.7,441.4,3.1053,486,94,94.25298817
487,143.6,502,143.7,441.4,3.1053,487,94,94.24859308
488,143.6,502,143.7,441.4,3.1051,488,94,94.24052447
489,143.6,502,143.7,441.3,3.1053,489,94,94.23311185
490,143.6,501.9,143.6,441.3,3.1053,490,94,94.23029112
491,143.6,501.9,143.6,441.3,3.1051,491,94,94.22071375
492,143.6,501.9,143.6,441.3,3.1053,492,94,94.21697464
493,143.6,501.9,143.6,441.2,3.105,493,94,94.20831565
494,143.6,501.8,143.6,441.2,3.1051,494,94,94.20241179
495,143.6,501.8,143.6,441.1,3.1051,495,94,94.19585195
496,143.5,501.8,143.6,441,3.1045,496,94,94.18319145
497,143.5,501.7,143.6,441,3.1048,497,94,94.17623802
498,143.5,501.7,143.6,441,3.105,498,94,94.1729581
499,143.5,501.7,143.6,441,3.105,499,94,94.1690222
500,143.5,501.6,143.5,441,3.105,500,94,94.16318394
501,143.4,503,143.1,438.8,3.0992,501,93,93.90256142
502,143.3,501,143.4,440.6,3.1042,502,94,94.09935668
503,143.4,501.1,143.5,440.8,3.1051,503,94,94.12500566
504,143.5,501.1,143.5,440.9,3.1053,504,94,94.12808878
505,143.5,501.1,143.5,440.9,3.1054,505,94,94.1231033
506,143.4,501.1,143.5,440.9,3.1054,506,94,94.11936419
507,143.4,501,143.5,440.8,3.1056,507,94,94.11365713
508,143.4,501,143.5,440.8,3.1056,508,94,94.10552293
509,143.4,500.9,143.4,440.8,3.1054,509,94,94.09706073
510,143.4,500.9,143.4,440.7,3.1053,510,94,94.09187846
511,143.4,500.9,143.4,440.7,3.1053,511,94,94.08768016
512,143.4,500.8,143.4,440.6,3.1053,512,94,94.07633163
513,143.4,500.8,143.4,440.6,3.1053,513,94,94.07023098
514,143.4,500.8,143.4,440.6,3.1054,514,94,94.06498311
515,143.4,500.7,143.4,440.6,3.1056,515,94,94.05966963
516,143.4,500.7,143.4,440.6,3.1054,516,94,94.05186342
517,143.3,500.6,143.4,440.5,3.1053,517,94,94.04510678
518,143.3,500.6,143.4,440.5,3.1053,518,94,94.03638219
519,143.3,500.6,143.3,440.4,3.1054,519,94,94.03172471
520,143.3,500.6,143.3,440.3,3.105,520,94,94.0238529
521,143.3,500.5,143.3,440.3,3.1048,521,94,94.01480032
522,143.3,500.5,143.3,440.3,3.1051,522,94,94.00620692
523,143.3,500.4,143.3,440.2,3.1051,523,93,93.99905669
524,143.3,500.4,143.3,440.2,3.1051,524,93,93.99361203
525,143.2,500.4,143.3,440.2,3.1051,525,93,93.98488744
526,143.2,500.4,143.3,440.1,3.1048,526,93,93.97603165
527,143.2,500.3,143.3,440.1,3.1051,527,93,93.97649084
528,143.2,500.3,143.3,440.1,3.1051,528,93,93.9697342
529,143.2,500.2,143.2,440.1,3.1051,529,93,93.96625749
530,143.2,500.2,143.2,440,3.105,530,93,93.95694251
531,143.2,500.2,143.2,440,3.105,531,93,93.94972668
532,143.2,500.1,143.2,439.9,3.1048,532,93,93.94172368
533,143.2,500.1,143.2,439.9,3.1048,533,93,93.93378627
534,143.2,500.1,143.2,439.9,3.105,534,93,93.9285384
535,143.2,500.1,143.2,439.9,3.1051,535,93,93.92466809
536,143.1,500,143.2,439.9,3.1051,536,93,93.9202074
537,143.1,500,143.2,439.9,3.1051,537,93,93.9158779
538,143.1,499.9,143.2,439.8,3.1051,538,93,93.90879327
539,143.1,499.9,143.1,439.8,3.105,539,93,93.90085586
540,143.1,499.9,143.1,439.7,3.105,540,93,93.8910817
541,143.1,499.9,143.1,439.6,3.1051,541,93,93.88202912
542,143.1,499.8,143.1,439.6,3.1053,542,93,93.87481329
543,143.1,499.8,143.1,439.6,3.1051,543,93,93.86851584
544,143.1,499.8,143.1,439.5,3.1051,544,93,93.86503913
545,143,499.7,143.1,439.5,3.1051,545,93,93.85834809
546,143,499.7,143.1,439.5,3.105,546,93,93.85178825
547,143,499.7,143.1,439.5,3.1051,547,93,93.84745875
548,143,499.7,143,439.4,3.105,548,93,93.83834057
549,143,499.6,143,439.3,3.1046,549,93,93.82535208
550,143,499.6,143,439.2,3.1045,550,93,93.8203666
551,143,499.6,143,439.2,3.1046,551,93,93.81465954
552,143,499.6,143,439.3,3.105,552,93,93.81242919
553,143,499.5,143,439.3,3.1051,553,93,93.81026445
554,143,499.4,143,439.3,3.1051,554,93,93.80298302
555,143,499.4,143,439.2,3.1051,555,93,93.79845673
556,142.9,499.4,143,439.1,3.1048,556,93,93.7873706
557,142.9,499.4,142.9,438.9,3.104,557,93,93.77038061
558,142.9,499.4,142.9,438.9,3.1042,558,93,93.76342718
559,142.9,499.4,142.9,438.8,3.1039,559,93,93.75594896
560,142.9,499.3,142.9,438.8,3.1039,560,93,93.74952031
561,142.9,499.3,142.9,438.8,3.1039,561,93,93.74807715
562,142.9,499.2,142.9,438.8,3.1042,562,93,93.7459124
563,142.9,499.2,142.9,438.8,3.1039,563,93,93.73685982
564,142.9,499.2,142.9,438.7,3.104,564,93,93.72787283
565,142.8,499.2,142.9,438.6,3.1037,565,93,93.71934504
566,142.8,499.1,142.9,438.6,3.1039,566,93,93.71468755
567,142.8,499.1,142.8,438.6,3.1039,567,93,93.70714373
568,142.8,499.1,142.9,438.6,3.104,568,93,93.70734053
569,142.8,499,142.8,438.6,3.1042,569,93,93.70196146
570,142.8,499,142.8,438.6,3.104,570,93,93.70104308
571,142.8,499,142.8,438.5,3.104,571,93,93.68930096
572,142.8,498.9,142.8,438.5,3.104,572,93,93.68588985
573,142.8,498.9,142.8,438.5,3.104,573,93,93.67703406
574,142.8,498.9,142.8,438.4,3.104,574,93,93.66994943
575,142.8,498.9,142.8,438.4,3.1037,575,93,93.66076565
576,142.7,498.8,142.8,438.4,3.1043,576,93,93.66247121
577,142.7,498.8,142.8,438.5,3.1043,577,93,93.6586665
578,142.7,498.7,142.8,438.4,3.1043,578,93,93.65328743
579,142.7,498.7,142.8,438.4,3.1045,16,93,93.64967952
580,142.7,498.6,142.8,438.4,3.1046,580,93,93.64443165
581,142.7,498.6,142.7,438.3,3.1043,581,93,93.63426389
582,142.7,498.6,142.7,438.3,3.1043,582,93,93.62488332
583,142.7,498.6,142.7,438.3,3.1042,583,93,93.62061942
584,142.7,498.5,142.7,438.3,3.1046,584,93,93.62120981
585,142.7,498.5,142.7,438.3,3.1048,585,93,93.61792988
586,142.7,498.4,142.7,438.4,3.105,586,93,93.61707711
587,142.7,498.4,142.7,438.4,3.1053,587,93,93.61458437
588,142.7,498.3,142.7,438.4,3.1053,588,93,93.61005807
589,142.7,498.3,142.7,438.3,3.1051,589,93,93.59936553
590,142.6,498.3,142.7,438.2,3.1048,590,93,93.58991936
591,142.6,498.3,142.7,438.2,3.105,591,93,93.58565546
592,142.6,498.2,142.7,438.2,3.1053,592,93,93.58329392
593,142.6,498.2,142.7,438.2,3.1051,593,93,93.57758686
594,142.6,498.1,142.6,438.2,3.1051,594,93,93.56938705
595,142.6,498.1,142.6,438.2,3.1054,595,93,93.56919026
596,142.6,498.1,142.6,438.2,3.1054,596,93,93.56446717
597,142.6,498.1,142.6,438.1,3.1051,597,93,93.55233147
598,142.6,498.1,142.6,438,3.1048,598,93,93.54039255
599,142.6,498,142.6,437.9,3.1046,599,93,93.53317673
600,142.6,498,142.6,438,3.105,600,93,93.53527588
601,142.2,498.6,141.9,435.1,3.0991,601,93,93.11603639
602,142.1,496.7,142.3,437,3.104,602,93,93.34996035
603,142.3,496.9,142.4,437.4,3.105,603,93,93.40361985
604,142.4,497,142.4,437.6,3.1054,604,93,93.42126583
605,142.4,497.1,142.4,437.5,3.105,605,93,93.42139702
606,142.4,497.1,142.4,437.5,3.105,606,93,93.42159382
607,142.4,497.1,142.4,437.4,3.1048,607,93,93.41641154
608,142.4,497.1,142.4,437.4,3.1046,608,93,93.41136047
609,142.4,497.1,142.4,437.4,3.1046,609,93,93.4099829
610,142.4,497.1,142.4,437.4,3.1048,610,93,93.40604699
611,142.4,497,142.4,437.4,3.1048,611,93,93.40066792
612,142.3,497,142.4,437.4,3.1048,612,93,93.39515766
613,142.3,497,142.4,437.3,3.1048,613,93,93.39122175
614,142.3,496.9,142.4,437.3,3.1048,614,93,93.38610507
615,142.3,497,142.3,437.2,3.1045,615,93,93.37731489
616,142.3,496.9,142.3,437.1,3.104,616,93,93.36524478
617,142.3,496.9,142.3,437.1,3.1043,617,93,93.36517918
618,142.3,496.8,142.3,437.1,3.1043,618,93,93.36117768
619,142.3,496.8,142.3,437.1,3.1045,619,93,93.35737297
620,142.3,496.8,142.3,437.1,3.1048,620,93,93.3517971
621,142.3,496.7,142.3,437.1,3.1046,621,93,93.34576205
622,142.3,496.7,142.3,437,3.1043,622,93,93.33395433
623,142.2,496.7,142.3,436.9,3.1045,623,93,93.32306499
624,142.2,496.7,142.3,436.8,3.1045,624,93,93.31821071
625,142.2,496.7,142.3,436.9,3.1045,625,93,93.31604596
626,142.2,496.6,142.3,436.9,3.1048,626,93,93.31538998
627,142.2,496.6,142.2,436.9,3.1046,627,93,93.30791176
628,142.2,496.5,142.2,436.8,3.1046,628,93,93.29951516
629,142.2,496.5,142.2,436.8,3.1045,629,93,93.29328331
630,142.2,496.5,142.2,436.7,3.1043,630,93,93.2853459
631,142.2,496.5,142.2,436.6,3.1039,631,93,93.27242302
632,142.2,496.5,142.2,436.6,3.104,632,93,93.26829031
633,142.1,496.5,142.2,436.5,3.104,633,93,93.26389522
634,142.1,496.4,142.2,436.5,3.1042,634,93,93.2605497
635,142.1,496.4,142.2,436.5,3.1042,635,93,93.25667939
636,142.1,496.3,142.2,436.5,3.1042,636,93,93.25123473
637,142.1,496.3,142.1,436.5,3.1042,637,93,93.24336292
638,142.1,496.3,142.1,436.4,3.1042,638,93,93.23601589
639,142.1,496.3,142.1,436.4,3.1042,639,93,93.22899686
640,142.1,496.3,142.1,436.3,3.1039,640,93,93.22033787
641,142.1,496.2,142.1,436.3,3.104,641,93,93.21627077
642,142.1,496.1,142.1,436.3,3.104,642,93,93.21233486
643,142.1,496.1,142.1,436.3,3.1042,643,93,93.20905494
644,142.1,496.1,142.1,436.3,3.1042,644,93,93.20282309
645,142.1,496,142.1,436.3,3.1043,645,93,93.19993676
646,142,496,142.1,436.2,3.1042,646,93,93.19219615
647,142,496,142.1,436.2,3.104,647,93,93.18347156
648,142,496,142,436.1,3.104,648,93,93.17848608
649,142,496,142,436.1,3.1037,649,93,93.17166384
650,142,495.9,142,436.1,3.104,650,93,93.16490721
651,142,495.9,142,436,3.1039,651,93,93.16136489
652,142,495.8,142,436,3.104,652,93,93.15493625
653,142,495.8,142,436,3.1039,653,93,93.14916359
654,142,495.8,142,435.9,3.1037,654,93,93.14207896
655,142,495.8,142,435.8,3.1034,655,93,93.13328877
656,141.9,495.8,142,435.8,3.1034,656,93,93.12613854
657,141.9,495.7,142,435.8,3.1035,657,93,93.12266183
658,141.9,495.7,141.9,435.8,3.1035,658,93,93.11597079
659,141.9,495.6,141.9,435.8,3.1039,659,93,93.11328125
660,141.9,495.6,141.9,435.8,3.1039,660,93,93.10947654
661,141.9,495.6,141.9,435.8,3.1039,661,93,93.10180153
662,141.9,495.5,141.9,435.7,3.1039,662,93,93.09635686
663,141.9,495.5,141.9,435.6,3.1035,663,93,93.08776347
664,141.9,495.5,141.9,435.6,3.1035,664,93,93.07785811
665,141.9,495.5,141.9,435.5,3.1034,665,93,93.07470938
666,141.8,495.5,141.9,435.5,3.1034,666,93,93.06637838
667,141.8,495.4,141.9,435.5,3.1034,667,93,93.0617209
668,141.8,495.4,141.9,435.5,3.1037,668,93,93.05811298
669,141.8,495.4,141.9,435.5,3.1037,669,93,93.05194673
670,141.8,495.3,141.8,435.5,3.1039,670,93,93.04761724
671,141.8,495.3,141.8,435.4,3.1034,671,93,93.03797427
672,141.8,495.3,141.8,435.3,3.1032,672,93,93.02944647
673,141.8,495.3,141.8,435.3,3.1031,673,93,93.02262424
674,141.8,495.2,141.8,435.2,3.1031,674,93,93.01376845
675,141.8,495.2,141.8,435.2,3.1029,675,93,93.00825818
676,141.8,495.2,141.8,435.2,3.1029,676,93,93.00222313
677,141.7,495.1,141.8,435.2,3.1032,677,92,92.99736885
678,141.7,495.1,141.8,435.2,3.1032,678,92,92.99441692
679,141.7,495.1,141.7,435.1,3.1029,679,92,92.98208442
680,141.7,495.1,141.7,435,3.1026,680,92,92.9744094
681,141.7,495.1,141.7,434.9,3.1027,681,92,92.96896473
682,141.7,495,141.7,435,3.1029,682,92,92.96456964
683,141.7,494.9,141.7,435,3.1034,683,92,92.96456964
684,141.7,494.9,141.7,435,3.1035,684,92,92.95840339
685,141.7,494.9,141.7,435,3.1035,685,92,92.95158115
686,141.7,494.8,141.7,435,3.1035,686,92,92.94751405
687,141.7,494.8,141.7,434.9,3.1032,687,92,92.94049502
688,141.6,494.8,141.7,434.8,3.1026,688,92,92.92750653
689,141.6,494.8,141.7,434.7,3.1027,689,92,92.92147148
690,141.6,494.7,141.6,434.7,3.1029,690,92,92.91819156
691,141.6,494.7,141.6,434.8,3.1031,691,92,92.9122877
692,141.6,494.7,141.6,434.8,3.1032,692,92,92.90736782
693,141.6,494.6,141.6,434.8,3.1034,693,92,92.90480948
694,141.6,494.6,141.6,434.7,3.1034,694,92,92.89765925
695,141.6,494.5,141.6,434.7,3.1032,695,92,92.89103381
696,141.6,494.6,141.6,434.6,3.1029,696,92,92.88165324
697,141.6,494.5,141.6,434.5,3.1027,697,92,92.87260066
698,141.5,494.5,141.6,434.5,3.1029,698,92,92.86479444
699,141.5,494.4,141.6,434.5,3.1029,699,92,92.86138333
700,141.5,494.4,141.6,434.5,3.1032,700,92,92.85639785
701,141.5,496,141.2,432.4,3.0978,701,92,92.60010483
702,141.3,493.8,141.4,434.1,3.1023,702,92,92.7837148
703,141.4,493.9,141.5,434.4,3.1032,703,92,92.8167764
704,141.5,493.9,141.5,434.4,3.1034,704,92,92.82477941
705,141.5,493.9,141.5,434.5,3.104,705,92,92.82891211
706,141.5,493.9,141.5,434.5,3.104,706,92,92.8292401
707,141.5,493.8,141.5,434.5,3.104,707,92,92.82287705
708,141.5,493.8,141.5,434.5,3.1042,708,92,92.81461165
709,141.5,493.8,141.5,434.4,3.1037,709,92,92.8004424
710,141.4,493.7,141.5,434.3,3.1039,710,92,92.79558811
711,141.4,493.7,141.4,434.3,3.1037,711,92,92.78804429
712,141.4,493.7,141.4,434.3,3.1039,712,92,92.78187804
713,141.4,493.6,141.4,434.3,3.104,713,92,92.77722056
714,141.4,493.6,141.4,434.3,3.1045,714,92,92.77269426
715,141.4,493.5,141.4,434.2,3.1045,715,92,92.76744639
716,141.4,493.5,141.4,434.2,3.1045,716,92,92.75734423
717,141.4,493.5,141.4,434.2,3.1045,717,92,92.74861965
718,141.4,493.5,141.4,434.1,3.1042,718,92,92.73845189
719,141.3,493.4,141.4,434.1,3.1043,719,92,92.73202325
720,141.3,493.3,141.4,434.1,3.1043,720,92,92.72716896
721,141.3,493.3,141.3,434,3.1045,721,92,92.7213307
722,141.3,493.3,141.3,434,3.1045,722,92,92.71496766
723,141.3,493.2,141.3,434,3.1043,723,92,92.7089326
724,141.3,493.2,141.3,433.9,3.1042,724,92,92.69922404
725,141.3,493.2,141.3,433.8,3.1037,725,92,92.68735072
726,141.3,493.2,141.3,433.8,3.1039,726,92,92.67698617
727,141.2,493.1,141.3,433.8,3.1042,727,92,92.67390305
728,141.2,493.1,141.3,433.7,3.104,728,92,92.66734321
729,141.2,493,141.3,433.7,3.1042,729,92,92.66052097
730,141.2,493,141.2,433.7,3.1043,730,92,92.65533869
731,141.2,492.9,141.2,433.7,3.1042,731,92,92.64897565
732,141.2,492.9,141.2,433.7,3.1043,732,92,92.64530214
733,141.2,492.9,141.2,433.6,3.1042,733,92,92.63808631
734,141.2,492.9,141.2,433.6,3.1042,734,92,92.62726257
735,141.2,492.8,141.2,433.5,3.104,735,92,92.61676682
736,141.2,492.8,141.2,433.5,3.1042,736,92,92.61204374
737,141.1,492.7,141.2,433.5,3.1043,737,92,92.60889501
738,141.1,492.7,141.2,433.5,3.1043,738,92,92.6012856
739,141.1,492.6,141.2,433.5,3.1043,739,92,92.59577533
740,141.1,492.6,141.1,433.4,3.1043,740,92,92.58586997
741,141.1,492.6,141.1,433.3,3.104,741,92,92.57898214
742,141.1,492.6,141.1,433.3,3.104,742,92,92.56684643
743,141.1,492.6,141.1,433.2,3.104,743,92,92.56120496
744,141.1,492.5,141.1,433.3,3.1043,744,92,92.5596962
745,141.1,492.5,141.1,433.2,3.1042,745,92,92.54972524
746,141.1,492.4,141.1,433.2,3.1042,746,92,92.54401818
747,141,492.4,141.1,433.1,3.1042,747,92,92.5348344
748,141,492.3,141.1,433.1,3.1042,748,92,92.52768417
749,141,492.3,141,433,3.1037,749,92,92.51548287
750,141,492.3,141,432.9,3.1035,750,92,92.50872623
751,141,492.3,141,432.9,3.1035,751,92,92.50013284
752,141,492.2,141,432.9,3.1039,752,92,92.49645933
753,141,492.2,141,432.9,3.104,753,92,92.4893091
754,141,492.1,141,432.9,3.1042,754,92,92.48248686
755,141,492.1,141,432.9,3.104,755,92,92.47730459
756,140.9,492,141,432.9,3.1042,756,92,92.47212231
757,140.9,492,141,432.8,3.104,757,92,92.46228255
758,140.9,492,140.9,432.7,3.104,758,92,92.45447634
759,140.9,492,140.9,432.7,3.1039,759,92,92.44535816
760,140.9,491.9,140.9,432.6,3.1037,760,92,92.44063507
761,140.9,491.9,140.9,432.6,3.1039,761,92,92.43427202
762,140.9,491.9,140.9,432.6,3.1039,762,92,92.42653141
763,140.9,491.8,140.9,432.6,3.1042,763,92,92.42023396
764,140.9,491.8,140.9,432.6,3.104,764,92,92.41118138
765,140.8,491.7,140.9,432.5,3.104,765,92,92.40396556
766,140.8,491.7,140.8,432.5,3.104,766,92,92.39530656
767,140.8,491.7,140.8,432.4,3.1039,767,92,92.38822194
768,140.8,491.7,140.8,432.4,3.1037,768,92,92.37779179
769,140.8,491.6,140.8,432.3,3.1037,769,92,92.37274071
770,140.8,491.6,140.8,432.2,3.1034,770,92,92.36257295
771,140.8,491.5,140.8,432.2,3.1034,771,92,92.35496354
772,140.8,491.5,140.8,432.2,3.1034,772,92,92.34532057
773,140.7,491.4,140.8,432.2,3.1035,773,92,92.3400727
774,140.7,491.5,140.8,432.1,3.1034,774,92,92.3318073
775,140.7,491.4,140.7,432,3.1029,775,92,92.31960599
776,140.7,491.4,140.7,432,3.1031,776,92,92.31304615
777,140.7,491.4,140.7,432,3.1032,777,92,92.30950383
778,140.7,491.3,140.7,431.9,3.1032,778,92,92.30281279
779,140.7,491.3,140.7,431.9,3.1032,779,92,92.294285
780,140.7,491.2,140.7,432,3.1037,780,92,92.29152987
781,140.7,491.2,140.7,431.9,3.1037,781,92,92.28260848
782,140.6,491.1,140.7,431.8,3.1034,782,92,92.27473667
783,140.6,491.1,140.7,431.8,3.1035,783,92,92.26771764
784,140.6,491.1,140.6,431.8,3.1037,784,92,92.26365054
785,140.6,491,140.6,431.8,3.1037,785,92,92.25899305
786,140.6,491,140.6,431.7,3.1035,786,92,92.24672615
787,140.6,491,140.6,431.6,3.1029,787,92,92.23268809
788,140.6,490.9,140.6,431.5,3.1029,788,92,92.22337311
789,140.6,490.9,140.6,431.5,3.1032,789,92,92.21602609
790,140.5,490.9,140.6,431.4,3.1029,790,92,92.20520235
791,140.5,490.9,140.5,431.3,3.1027,791,92,92.19254185
792,140.5,490.9,140.5,431.3,3.1026,792,92,92.18899954
793,140.5,490.8,140.5,431.3,3.1029,793,92,92.18368607
794,140.5,490.7,140.5,431.3,3.1034,794,92,92.17922537
795,140.5,490.7,140.5,431.3,3.1034,795,92,92.17128797
796,140.5,490.7,140.5,431.2,3.1031,796,92,92.16295697
797,140.5,490.6,140.5,431.2,3.1032,797,92,92.15718431
798,140.5,490.6,140.5,431.2,3.1031,798,92,92.14780373
799,140.4,490.6,140.5,431.1,3.1027,799,92,92.13730799
800,140.4,490.6,140.4,431,3.1024,800,92,92.1284522
801,140.6,493.1,140.3,429.6,3.0967,801,92,92.03556484
802,140.5,490.7,140.6,431.4,3.1016,802,92,92.22980176
803,140.6,490.8,140.7,431.8,3.1027,803,92,92.27303111
804,140.6,490.9,140.7,431.8,3.1027,804,92,92.28018134
805,140.6,490.9,140.7,431.8,3.1027,805,92,92.28352686
806,140.6,491,140.7,431.7,3.1026,806,92,92.27532706
807,140.6,490.9,140.7,431.7,3.1027,807,92,92.27283432
808,140.6,490.9,140.7,431.8,3.1029,808,92,92.26758644
809,140.6,490.8,140.6,431.7,3.1031,809,92,92.26043622
810,140.6,490.8,140.6,431.8,3.1031,810,92,92.25774668
811,140.6,490.7,140.6,431.7,3.1032,811,92,92.25203962
